0,1,2,3,4,5,6,7,8,9,label
0.500607,0.140576,0.388552,-0.637358,0.261718,-0.681707,0.295677,0.9310459999999999,0.500624,-0.642297,0
-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,1.0623360000000002,0.182426,-1.21723,-0.185368,0.9815530000000001,0
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.30798400000000004,0.220177,1.240469,2.090879,-0.295362,1
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.10036,-0.42158,0.341225,1.498432,0.306551,1
-0.277055,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,-0.14188399999999998,-3.177361,1.8696840000000001,0.905984,0.221755,1
0.500607,0.140576,0.388552,-0.637358,0.261718,-2.716425,-1.063338,-0.899594,-3.4906040000000003,-1.9475060000000002,0
-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,2.308081,0.446679,1.9328419999999997,1.6855200000000001,2.0127610000000002,1
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.6401819999999999,0.446679,0.8023600000000001,0.7500760000000001,-0.679752,0
-0.8819040000000001,-1.9478389999999999,0.21784499999999998,2.046336,0.17234000000000002,1.519109,1.352689,-0.082419,1.872609,0.678138,1
0.167323,0.148427,0.278304,-0.289596,0.261718,-0.8062819999999999,0.6354310000000001,0.265815,0.594169,-0.9364899999999999,0
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.183409,0.371178,0.477948,0.40708,-0.23970300000000003,0
-0.017834,-0.22843000000000002,0.37077,1.293671,0.17234000000000002,0.522513,0.106925,0.8700620000000001,2.028517,0.562433,1
-0.091897,0.34470700000000004,0.182281,0.722749,0.261718,1.35301,-0.006326,-0.943163,0.31353600000000004,1.3682940000000001,0
0.37716900000000003,0.014957,0.381439,0.29275300000000004,0.261718,-0.9308559999999999,0.220177,1.368572,1.217798,-0.8426049999999999,0
-0.00549,0.054213,0.32098000000000004,0.804804,0.17234000000000002,-0.01731,0.7864329999999999,0.732232,1.747883,-0.312203,1
0.031541,0.140576,0.399221,-0.817372,0.261718,-1.3045799999999999,1.5036909999999999,0.240052,1.24898,-1.707645,0
-0.215336,-1.296191,0.491688,1.050073,0.6192300000000001,-1.470679,-1.516343,-0.22013200000000002,0.219991,-0.423846,1
-2.573011,0.06991499999999999,0.24629600000000001,-3.018853,0.08296100000000001,-2.052027,0.371178,0.529147,-3.241152,-1.908881,0
-0.33877399999999996,-0.26768600000000004,0.44189799999999996,0.616019,0.440474,-0.9723809999999999,-1.2143389999999998,0.9493739999999999,2.8080529999999997,-0.092402,1
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,0.605563,0.861934,-1.990682,-0.715453,0.20861500000000002,0
-0.215336,0.250492,0.47390600000000005,1.1870889999999998,0.17234000000000002,1.186911,2.4097009999999996,-0.555651,1.124254,-0.12073199999999999,1
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,0.854712,0.7864329999999999,-2.238791,-1.8379860000000001,0.491886,0
-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,0.730137,0.710932,0.49973199999999995,-0.87136,0.379979,1
0.068573,-0.016447999999999997,0.27474699999999996,-0.03633,0.261718,-0.598658,0.182426,-0.128298,0.687713,-0.528822,0
0.080916,0.20338499999999998,0.310311,0.26950999999999997,0.261718,-0.183409,0.257927,0.590208,0.126447,-0.178729,0
-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,0.480988,-3.479364,1.002882,2.465057,-0.9531860000000001,1
-0.128929,0.06991499999999999,0.313868,0.5105109999999999,0.08296100000000001,0.854712,0.371178,-0.151053,0.31353600000000004,0.678114,0
-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,-0.515608,2.220949,-0.348876,0.219991,-0.6760390000000001,1
0.57467,0.085618,0.310311,-2.167514,0.261718,-1.3045799999999999,0.55993,-1.935096,-0.684271,-1.323122,0
-0.412837,-0.346197,0.6019359999999999,2.211191,0.440474,0.480988,-1.1765889999999999,1.826387,2.340331,1.3505129999999999,1
0.09326,0.054213,0.37432600000000005,0.37892600000000004,0.261718,-1.802878,0.446679,-2.856007,-3.085245,-1.716951,0
-0.277055,-0.251983,-3.203415,1.9579259999999998,0.261718,2.141982,-0.006326,2.0065619999999997,2.122061,2.097075,1
0.192011,0.148427,0.19295,-1.29308,0.261718,-0.9723809999999999,-0.49708100000000005,-2.701907,-2.430434,-0.47922700000000007,0
0.080916,0.20338499999999998,0.249852,-0.42306099999999996,0.261718,-1.470679,0.295677,0.07106,0.375899,-1.3572620000000002,0
-0.33877399999999996,-0.09496,0.527252,1.8572520000000001,-1.257711,0.647088,-1.138838,0.657328,1.903791,1.527325,1
-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.14188399999999998,-1.478592,0.5198659999999999,1.623157,0.941543,1
-0.116585,-0.07925700000000001,0.381439,1.540879,0.17234000000000002,0.439463,-0.42158,0.702778,1.46725,0.816049,1
-0.301743,0.171981,0.285416,0.684706,0.17234000000000002,1.9343580000000002,0.031425,1.271611,2.246787,1.908448,1
-0.10424100000000001,0.022808000000000002,0.37788299999999997,1.279945,0.17234000000000002,1.602159,0.106925,1.386454,2.122061,1.547204,1
-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,1.4360600000000001,0.52218,-1.33582,-0.466001,1.103588,0
-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,0.397939,-0.799085,0.6806260000000001,2.090879,1.040563,1
-0.116585,0.30545100000000003,0.036468,-0.41038,0.261718,-1.2630549999999998,0.220177,-0.085138,0.781258,-1.138606,0
-0.10424100000000001,-1.037102,0.388552,-1.0993110000000001,0.17234000000000002,-0.349509,-0.006326,-0.906273,0.7500760000000001,-0.11427000000000001,1
0.09326,0.054213,0.37432600000000005,0.37892600000000004,0.261718,1.145386,0.144676,-0.4052,-0.933723,1.085385,0
0.019197,0.09346900000000001,0.47390600000000005,1.8972950000000002,0.17234000000000002,0.771662,0.6354310000000001,1.164458,1.747883,0.493249,1
0.056228999999999994,0.054213,0.392108,-0.028960000000000003,0.261718,-0.22493400000000002,0.333428,0.176932,0.843621,-0.259727,0
-0.32643,-0.157769,0.424116,1.924954,0.17234000000000002,1.560634,0.446679,1.037287,1.311343,1.265729,1
0.019197,0.09346900000000001,0.47390600000000005,1.8972950000000002,0.17234000000000002,1.145386,-0.044076,0.708972,1.6855200000000001,1.2108299999999999,1
-0.314087,-0.040001,0.303198,1.37665,0.17234000000000002,0.10726500000000001,0.446679,0.9156690000000001,1.529613,-0.029702999999999997,1
0.031541,0.19553399999999999,0.24629600000000001,0.627208,0.261718,-1.013906,0.371178,0.763393,0.8748020000000001,-0.98987,0
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,-0.266459,-0.081827,-1.293319,-0.029461,-0.065664,0
-0.153617,-0.840822,0.139604,-0.9719030000000001,0.17234000000000002,-0.183409,0.069175,-1.656116,-0.12300499999999999,-0.060408,1
-0.10424100000000001,0.23479,0.214288,0.31402800000000003,0.17234000000000002,0.10726500000000001,0.748682,0.6136229999999999,0.812439,-0.18698599999999999,0
-3.498799,0.30545100000000003,-3.210528,1.101752,-4.9222150000000005,0.8962370000000001,0.446679,1.4759,0.31353600000000004,0.665975,1
-0.32643,0.09346900000000001,-3.210528,0.6684140000000001,-0.095795,2.474181,0.333428,0.055799,1.498432,2.218241,1
-0.33877399999999996,-0.22843000000000002,0.584154,2.123586,0.261718,-0.889332,0.446679,2.0196680000000002,2.122061,-0.912283,1
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,-0.391033,0.6354310000000001,-1.1962030000000001,0.40708,-0.562407,0
0.068573,-0.016447999999999997,0.27474699999999996,-0.03633,0.261718,0.522513,-0.195078,-0.8104779999999999,0.001721,0.764658,0
0.229043,0.014957,0.395665,-1.399572,0.08296100000000001,-1.5537290000000001,0.182426,-0.881072,0.781258,-1.387653,0
-0.32643,0.09346900000000001,-3.210528,0.6684140000000001,-0.095795,2.432656,1.0129350000000001,0.518546,1.716702,1.6508180000000001,1
-0.42518100000000003,-0.071406,0.424116,1.8632790000000001,0.17234000000000002,1.643684,0.55993,0.618225,2.122061,1.259364,1
0.031541,0.19553399999999999,0.24629600000000001,0.627208,0.261718,0.024215,0.069175,0.465251,0.9995280000000001,0.140202,0
-0.33877399999999996,-0.22843000000000002,0.584154,2.123586,0.261718,1.311485,-0.723584,1.2801930000000001,1.8414279999999998,1.88775,1
-0.33877399999999996,-0.314793,0.449011,1.243006,0.797987,0.9377620000000001,-1.2143389999999998,-1.102485,-1.307901,1.813309,1
-3.498799,-0.754459,0.477462,1.600496,-4.9222150000000005,0.854712,1.2016870000000002,1.347972,-0.466001,0.256968,1
-0.8819040000000001,-1.9478389999999999,0.21784499999999998,2.046336,0.17234000000000002,2.058932,0.295677,0.9506549999999999,1.124254,1.8217,1
0.24138600000000002,0.23479,0.310311,-1.7109919999999998,0.261718,-1.013906,-0.157328,-0.346411,0.40708,-0.688335,0
-0.277055,0.038511000000000004,0.42056000000000004,3.9871519999999996,0.17234000000000002,1.26996,0.144676,0.29639499999999996,0.18880999999999998,1.1661290000000002,1
-0.030177999999999996,0.022808000000000002,0.157386,-0.771451,0.261718,0.480988,-0.044076,-1.0490540000000002,-0.091823,0.5853010000000001,0
-0.22768000000000002,-0.11066199999999998,0.196506,1.060099,0.261718,-0.22493400000000002,0.710932,0.763549,1.155435,-0.451247,1
-0.128929,0.06991499999999999,0.313868,0.5105109999999999,0.08296100000000001,1.35301,0.408929,-1.150888,-0.8401790000000001,1.082804,0
0.031541,0.19553399999999999,0.24629600000000001,0.627208,0.261718,-0.058835000000000005,-0.157328,0.610866,0.687713,0.15018399999999998,0
-0.351118,-0.314793,0.573485,1.670018,-0.185173,1.26996,-1.2898399999999999,1.3621459999999999,1.591976,2.2925009999999997,1
0.500607,0.140576,0.388552,-0.637358,0.261718,-1.636779,0.6354310000000001,0.069137,-2.679886,-1.64972,0
